Gene	Species	Experiment accession	Comparison	PECOid	log_2 fold change	Adjusted p-value	t-statistic	ROid	developmental stage	POid LifeStage	anatomical part	POid Anatomy	cultivar
Os03g0739700	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.5			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
DCA1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.5			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os04g0496950	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os09g0484900	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
CYP19-4	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os01g0699100	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.8			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os04g0556400	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.9			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os10g0578600	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.9			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsLEA9	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.9			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
MID1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	5			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os04g0584750	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	5			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os07g0592100	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	5			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os09g0482800	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	5.4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os04g0584700	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	5.4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsSCP5	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	5.4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os03g0231650	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	5.5			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
GID1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	5.9			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os05g0588900	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsAAE3	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	6.4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os04g0204000	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	6.4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os04g0206500	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	6.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
RDD1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	6.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsWRKY26	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	6.9			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os03g0365250	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	-5.8			biolink:decreases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os07g0258501	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	-5.8			biolink:decreases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsRLCK150	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	-3.6			biolink:decreases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
RF1b	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	2.9			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os12g0136300	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	3.1			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsDREB1A	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	3.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os04g0584750	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	3.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
CYP19-4	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	3.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os04g0583200	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	3.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os03g0797300	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	3.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsGDH2	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	3.8			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsABA8OX1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	3.9			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os03g0183500	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os09g0484900	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsFbox046	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsNADPH1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Oshox16	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os02g0181200	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os03g0289800	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.3			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsFbox045	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.3			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os04g0584700	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.5			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os01g0699100	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.5			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os01g0498300	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
DCA1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os07g0592100	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsSGL	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsDjC62	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.8			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os04g0556400	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	4.9			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
MID1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os10g0578600	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.1			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsSCP5	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os01g0199700	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsCCR	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.3			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
ACA8	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.3			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsLEA9	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.3			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsPUB43	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.5			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os04g0496950	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os03g0231650	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os03g0292700	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
GID1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os04g0204000	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.8			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os05g0390300	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	5.8			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os03g0739700	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os05g0588900	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	6.1			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsACP1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	6.3			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os09g0482800	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	6.4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
Os04g0206500	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	6.5			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
RDD1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	6.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsAAE3	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	6.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsWRKY26	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	PECO:0007174	7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Volano
OsRLCK150	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	-3.9			biolink:decreases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os03g0365250	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	-2.8			biolink:decreases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os07g0258501	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	-1.8			biolink:decreases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os05g0588900	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	1.3			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
GID1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	1.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os03g0292700	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	1.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsLEA9	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	1.8			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsWRKY26	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.1			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os10g0578600	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.1			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os04g0204000	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os01g0699100	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os05g0390300	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.3			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os04g0556400	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.3			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os03g0231650	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsFbox045	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os03g0739700	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os01g0199700	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os07g0592100	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os01g0498300	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.7			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os04g0206500	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.8			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
